,Resume_ID,Name,Skills,Experience (Years),Education,Certifications,Job Role,Recruiter Decision,Salary Expectation ($),Projects Count,AI Score (0-100),Skills_List,Hire_Flag,Has_Certification,AI_Norm,Exp_Norm,Proj_Norm,Resume_Strength_Score
769,770,Danielle York,"sql, python",8,MBA,AWS Certified,Data Scientist,Hire,104379,6,100,"['sql', 'python']",1,1,1.0,0.8,0.6000000000000001,0.8500000000000001
770,771,Dr. Bradley Rogers,"networking, linux, cybersecurity, ethical hacking",6,PhD,Google ML,Cybersecurity Analyst,Hire,58947,8,100,"['networking', 'linux', 'cybersecurity', 'ethical hacking']",1,1,1.0,0.6000000000000001,0.8,0.85
771,772,Matthew Price,"tensorflow, pytorch, python",9,PhD,Google ML,AI Researcher,Hire,75101,2,100,"['tensorflow', 'pytorch', 'python']",1,1,1.0,0.9,0.2,0.775
772,773,Trevor Sampson,"sql, machine learning",1,PhD,Deep Learning Specialization,Data Scientist,Reject,95743,4,50,"['sql', 'machine learning']",0,1,0.411764705882353,0.1,0.4,0.4191176470588236
773,774,Steve Olson,"python, pytorch, tensorflow",0,MBA,Deep Learning Specialization,AI Researcher,Reject,54236,6,55,"['python', 'pytorch', 'tensorflow']",0,1,0.4705882352941177,0.0,0.6000000000000001,0.4647058823529412
774,775,Amy White,"machine learning, deep learning, python, sql",4,B.Sc,None,Data Scientist,Hire,51928,8,100,"['machine learning', 'deep learning', 'python', 'sql']",1,0,1.0,0.4,0.8,0.6499999999999999
775,776,Sara Ward,"tensorflow, python, pytorch, nlp",2,PhD,Deep Learning Specialization,AI Researcher,Hire,116970,3,65,"['tensorflow', 'python', 'pytorch', 'nlp']",1,1,0.588235294117647,0.2,0.30000000000000004,0.4808823529411764
776,777,Traci Austin,"python, sql, deep learning, machine learning",10,M.Tech,Deep Learning Specialization,Data Scientist,Hire,110158,8,100,"['python', 'sql', 'deep learning', 'machine learning']",1,1,1.0,1.0,0.8,0.9500000000000001
777,778,Megan Juarez,"sql, c++, java",6,B.Sc,None,Software Engineer,Hire,113366,4,95,"['sql', 'c++', 'java']",1,0,0.9411764705882353,0.6000000000000001,0.4,0.5794117647058824
778,779,Matthew Smith,"deep learning, machine learning, python",10,B.Tech,None,Data Scientist,Hire,58090,4,100,"['deep learning', 'machine learning', 'python']",1,0,1.0,1.0,0.4,0.7
779,780,Martin Norris,"java, react, c++",10,M.Tech,None,Software Engineer,Hire,74425,5,100,"['java', 'react', 'c++']",1,0,1.0,1.0,0.5,0.725
780,781,Paul Torres,"python, nlp, pytorch, tensorflow",6,PhD,Deep Learning Specialization,AI Researcher,Hire,65650,3,100,"['python', 'nlp', 'pytorch', 'tensorflow']",1,1,1.0,0.6000000000000001,0.30000000000000004,0.725
781,782,Dennis Hunt,"python, sql",0,B.Tech,Google ML,Data Scientist,Hire,76195,10,70,"['python', 'sql']",1,1,0.6470588235294117,0.0,1.0,0.6264705882352941
782,783,Miss Katherine Olson DDS,"sql, c++",7,M.Tech,Deep Learning Specialization,Software Engineer,Hire,61986,5,100,"['sql', 'c++']",1,1,1.0,0.7000000000000001,0.5,0.8
783,784,Tabitha Mcgee,"ethical hacking, cybersecurity",5,PhD,Google ML,Cybersecurity Analyst,Hire,92506,5,95,"['ethical hacking', 'cybersecurity']",1,1,0.9411764705882353,0.5,0.5,0.7294117647058823
784,785,Sharon Murray,"linux, ethical hacking",5,B.Tech,AWS Certified,Cybersecurity Analyst,Hire,111508,7,100,"['linux', 'ethical hacking']",1,1,1.0,0.5,0.7000000000000001,0.8
785,786,Jonathan Edwards,"python, pytorch, tensorflow, nlp",9,M.Tech,None,AI Researcher,Hire,67670,9,100,"['python', 'pytorch', 'tensorflow', 'nlp']",1,0,1.0,0.9,0.9,0.7999999999999999
786,787,Amy Campbell,"python, deep learning",9,B.Tech,AWS Certified,Data Scientist,Hire,108567,1,100,"['python', 'deep learning']",1,1,1.0,0.9,0.1,0.75
787,788,Jacob Duncan,"networking, linux, ethical hacking, cybersecurity",7,PhD,None,Cybersecurity Analyst,Hire,92893,7,100,"['networking', 'linux', 'ethical hacking', 'cybersecurity']",1,0,1.0,0.7000000000000001,0.7000000000000001,0.7000000000000001
788,789,Christina Sanchez,"tensorflow, nlp",3,B.Tech,Google ML,AI Researcher,Hire,74914,10,100,"['tensorflow', 'nlp']",1,1,1.0,0.30000000000000004,1.0,0.8250000000000001
789,790,Yvonne Maynard,"linux, cybersecurity",9,B.Sc,Deep Learning Specialization,Cybersecurity Analyst,Hire,78574,7,100,"['linux', 'cybersecurity']",1,1,1.0,0.9,0.7000000000000001,0.9
790,791,Kimberly Clark,"java, c++, sql",10,MBA,None,Software Engineer,Hire,53207,1,100,"['java', 'c++', 'sql']",1,0,1.0,1.0,0.1,0.625
791,792,Kendra Delacruz,"deep learning, machine learning, sql, python",1,PhD,None,Data Scientist,Hire,108185,8,70,"['deep learning', 'machine learning', 'sql', 'python']",1,0,0.6470588235294117,0.1,0.8,0.45147058823529407
792,793,Tom Bennett,"sql, deep learning, python, machine learning",6,MBA,Google ML,Data Scientist,Hire,107075,8,100,"['sql', 'deep learning', 'python', 'machine learning']",1,1,1.0,0.6000000000000001,0.8,0.85
793,794,Jennifer Hess,"sql, deep learning, python, machine learning",7,M.Tech,None,Data Scientist,Hire,71964,7,100,"['sql', 'deep learning', 'python', 'machine learning']",1,0,1.0,0.7000000000000001,0.7000000000000001,0.7000000000000001
794,795,Jason Mayer,"tensorflow, python, nlp, pytorch",10,B.Sc,Deep Learning Specialization,AI Researcher,Hire,82119,2,100,"['tensorflow', 'python', 'nlp', 'pytorch']",1,1,1.0,1.0,0.2,0.8
795,796,Stephen Mills,"react, java, c++, sql",3,PhD,Google ML,Software Engineer,Hire,63537,2,70,"['react', 'java', 'c++', 'sql']",1,1,0.6470588235294117,0.30000000000000004,0.2,0.501470588235294
796,797,Deborah Lynch,"networking, cybersecurity, ethical hacking",7,PhD,None,Cybersecurity Analyst,Hire,54150,0,85,"['networking', 'cybersecurity', 'ethical hacking']",1,0,0.8235294117647058,0.7000000000000001,0.0,0.4632352941176471
797,798,Matthew Sandoval,"ethical hacking, networking, cybersecurity",1,M.Tech,None,Cybersecurity Analyst,Hire,47674,9,70,"['ethical hacking', 'networking', 'cybersecurity']",1,0,0.6470588235294117,0.1,0.9,0.4764705882352941
798,799,Elizabeth Smith,"sql, java, c++",4,B.Tech,Deep Learning Specialization,Software Engineer,Hire,113251,8,100,"['sql', 'java', 'c++']",1,1,1.0,0.4,0.8,0.7999999999999999
799,800,James Allen,"machine learning, sql, python, deep learning",7,B.Tech,Google ML,Data Scientist,Hire,71459,0,100,"['machine learning', 'sql', 'python', 'deep learning']",1,1,1.0,0.7000000000000001,0.0,0.675
800,801,Scott Kaiser,"tensorflow, nlp, pytorch, python",8,M.Tech,Google ML,AI Researcher,Hire,53090,6,100,"['tensorflow', 'nlp', 'pytorch', 'python']",1,1,1.0,0.8,0.6000000000000001,0.8500000000000001
801,802,James Baker,"networking, ethical hacking",6,B.Sc,Deep Learning Specialization,Cybersecurity Analyst,Hire,107340,7,100,"['networking', 'ethical hacking']",1,1,1.0,0.6000000000000001,0.7000000000000001,0.8250000000000001
802,803,Maria Bell,"deep learning, python, sql, machine learning",8,MBA,None,Data Scientist,Hire,115812,5,100,"['deep learning', 'python', 'sql', 'machine learning']",1,0,1.0,0.8,0.5,0.675
803,804,Jason West,"sql, c++",1,B.Tech,AWS Certified,Software Engineer,Hire,45422,10,80,"['sql', 'c++']",1,1,0.7647058823529411,0.1,1.0,0.6926470588235294
804,805,Dylan Bailey,"sql, c++, java, react",4,MBA,None,Software Engineer,Hire,119370,3,75,"['sql', 'c++', 'java', 'react']",1,0,0.7058823529411764,0.4,0.30000000000000004,0.42205882352941176
805,806,Brian Welch,"tensorflow, python, nlp, pytorch",9,M.Tech,Google ML,AI Researcher,Hire,68212,9,100,"['tensorflow', 'python', 'nlp', 'pytorch']",1,1,1.0,0.9,0.9,0.95
806,807,Lori Oliver,"python, deep learning, machine learning, sql",8,B.Tech,None,Data Scientist,Hire,41965,2,100,"['python', 'deep learning', 'machine learning', 'sql']",1,0,1.0,0.8,0.2,0.6000000000000001
807,808,Nathan Miller,"python, machine learning, deep learning",9,M.Tech,AWS Certified,Data Scientist,Hire,64058,1,100,"['python', 'machine learning', 'deep learning']",1,1,1.0,0.9,0.1,0.75
808,809,Mary Hodge,"sql, machine learning, python, deep learning",6,B.Tech,Deep Learning Specialization,Data Scientist,Hire,77388,4,100,"['sql', 'machine learning', 'python', 'deep learning']",1,1,1.0,0.6000000000000001,0.4,0.75
809,810,Shannon Perkins,"linux, ethical hacking",8,MBA,AWS Certified,Cybersecurity Analyst,Hire,96662,9,100,"['linux', 'ethical hacking']",1,1,1.0,0.8,0.9,0.925
810,811,Lisa Martin,"deep learning, sql, machine learning, python",3,B.Sc,AWS Certified,Data Scientist,Hire,89915,9,100,"['deep learning', 'sql', 'machine learning', 'python']",1,1,1.0,0.30000000000000004,0.9,0.8
811,812,Brittany Knight,"deep learning, python, sql",2,B.Sc,Deep Learning Specialization,Data Scientist,Reject,99578,0,45,"['deep learning', 'python', 'sql']",0,1,0.35294117647058826,0.2,0.0,0.32352941176470584
812,813,James Williams,"sql, python, machine learning, deep learning",6,M.Tech,Deep Learning Specialization,Data Scientist,Hire,112595,7,100,"['sql', 'python', 'machine learning', 'deep learning']",1,1,1.0,0.6000000000000001,0.7000000000000001,0.8250000000000001
813,814,Cody Nolan,"tensorflow, pytorch",6,M.Tech,Deep Learning Specialization,AI Researcher,Hire,53035,10,100,"['tensorflow', 'pytorch']",1,1,1.0,0.6000000000000001,1.0,0.9
814,815,Jose Kane,"ethical hacking, networking",5,M.Tech,Deep Learning Specialization,Cybersecurity Analyst,Hire,75413,4,90,"['ethical hacking', 'networking']",1,1,0.8823529411764706,0.5,0.4,0.6838235294117647
815,816,Anthony Contreras,"linux, cybersecurity, ethical hacking",8,MBA,Deep Learning Specialization,Cybersecurity Analyst,Hire,114489,9,100,"['linux', 'cybersecurity', 'ethical hacking']",1,1,1.0,0.8,0.9,0.925
816,817,Andrea Stone,"java, react, sql",4,PhD,Deep Learning Specialization,Software Engineer,Hire,49673,7,100,"['java', 'react', 'sql']",1,1,1.0,0.4,0.7000000000000001,0.775
817,818,Cindy Armstrong,"tensorflow, nlp, pytorch, python",1,PhD,AWS Certified,AI Researcher,Reject,83138,3,55,"['tensorflow', 'nlp', 'pytorch', 'python']",0,1,0.4705882352941177,0.1,0.30000000000000004,0.41470588235294115
818,819,Misty Bailey,"sql, machine learning, python, deep learning",4,B.Sc,Deep Learning Specialization,Data Scientist,Hire,73783,3,85,"['sql', 'machine learning', 'python', 'deep learning']",1,1,0.8235294117647058,0.4,0.30000000000000004,0.613235294117647
819,820,Adam Tapia,"networking, linux, ethical hacking",4,PhD,None,Cybersecurity Analyst,Hire,107425,2,65,"['networking', 'linux', 'ethical hacking']",1,0,0.588235294117647,0.4,0.2,0.3558823529411764
820,821,Erin Kemp,"cybersecurity, ethical hacking, linux, networking",1,B.Sc,Google ML,Cybersecurity Analyst,Reject,51229,2,50,"['cybersecurity', 'ethical hacking', 'linux', 'networking']",0,1,0.411764705882353,0.1,0.2,0.36911764705882355
821,822,Ronald Tucker,"ethical hacking, networking, linux, cybersecurity",0,B.Tech,None,Cybersecurity Analyst,Reject,93079,2,30,"['ethical hacking', 'networking', 'linux', 'cybersecurity']",0,0,0.1764705882352941,0.0,0.2,0.11176470588235293
822,823,Patrick Hayes,"sql, machine learning",9,B.Sc,Google ML,Data Scientist,Hire,54846,8,100,"['sql', 'machine learning']",1,1,1.0,0.9,0.8,0.9249999999999999
823,824,Colleen Bates,"java, c++, react, sql",10,PhD,Deep Learning Specialization,Software Engineer,Hire,77427,10,100,"['java', 'c++', 'react', 'sql']",1,1,1.0,1.0,1.0,1.0
824,825,Christopher Fisher,"java, c++, react, sql",6,B.Tech,Deep Learning Specialization,Software Engineer,Hire,58157,4,100,"['java', 'c++', 'react', 'sql']",1,1,1.0,0.6000000000000001,0.4,0.75
825,826,Kelly Mejia,"linux, cybersecurity, ethical hacking",4,MBA,AWS Certified,Cybersecurity Analyst,Hire,67535,1,70,"['linux', 'cybersecurity', 'ethical hacking']",1,1,0.6470588235294117,0.4,0.1,0.5014705882352941
826,827,Kyle Anderson,"tensorflow, python",9,PhD,AWS Certified,AI Researcher,Hire,65183,1,100,"['tensorflow', 'python']",1,1,1.0,0.9,0.1,0.75
827,828,Tiffany Cox,"react, sql",8,M.Tech,AWS Certified,Software Engineer,Hire,46717,6,100,"['react', 'sql']",1,1,1.0,0.8,0.6000000000000001,0.8500000000000001
828,829,Stephen Miller,"tensorflow, nlp, python",10,M.Tech,Google ML,AI Researcher,Hire,65446,9,100,"['tensorflow', 'nlp', 'python']",1,1,1.0,1.0,0.9,0.975
829,830,Deborah Hughes,"cybersecurity, ethical hacking, networking, linux",3,MBA,None,Cybersecurity Analyst,Hire,53096,7,85,"['cybersecurity', 'ethical hacking', 'networking', 'linux']",1,0,0.8235294117647058,0.30000000000000004,0.7000000000000001,0.538235294117647
830,831,Courtney Ware,"pytorch, nlp, python, tensorflow",1,MBA,None,AI Researcher,Hire,84774,9,75,"['pytorch', 'nlp', 'python', 'tensorflow']",1,0,0.7058823529411764,0.1,0.9,0.4970588235294118
831,832,Christina Sosa,"react, c++, java, sql",6,B.Tech,Google ML,Software Engineer,Hire,74854,6,100,"['react', 'c++', 'java', 'sql']",1,1,1.0,0.6000000000000001,0.6000000000000001,0.8
832,833,Antonio Hill,"pytorch, python",4,M.Tech,AWS Certified,AI Researcher,Hire,54228,1,65,"['pytorch', 'python']",1,1,0.588235294117647,0.4,0.1,0.4808823529411764
833,834,Omar Hill,"python, sql, machine learning",3,MBA,Deep Learning Specialization,Data Scientist,Hire,59564,2,65,"['python', 'sql', 'machine learning']",1,1,0.588235294117647,0.30000000000000004,0.2,0.4808823529411764
834,835,Mike Hayes,"ethical hacking, cybersecurity, networking, linux",5,B.Tech,AWS Certified,Cybersecurity Analyst,Hire,104149,9,100,"['ethical hacking', 'cybersecurity', 'networking', 'linux']",1,1,1.0,0.5,0.9,0.85
835,836,Larry Moreno,"java, sql, c++",8,PhD,None,Software Engineer,Hire,59474,3,100,"['java', 'sql', 'c++']",1,0,1.0,0.8,0.30000000000000004,0.625
836,837,Kelly Jones,"deep learning, python",9,B.Tech,Google ML,Data Scientist,Hire,91723,8,100,"['deep learning', 'python']",1,1,1.0,0.9,0.8,0.9249999999999999
837,838,Cheryl Green,"react, c++",7,PhD,None,Software Engineer,Hire,107965,10,100,"['react', 'c++']",1,0,1.0,0.7000000000000001,1.0,0.775
838,839,Yolanda Vasquez,"ethical hacking, networking, cybersecurity, linux",8,B.Sc,None,Cybersecurity Analyst,Hire,99384,1,100,"['ethical hacking', 'networking', 'cybersecurity', 'linux']",1,0,1.0,0.8,0.1,0.5750000000000001
839,840,Rebecca Walker,"machine learning, python, sql",2,MBA,Deep Learning Specialization,Data Scientist,Hire,84205,4,65,"['machine learning', 'python', 'sql']",1,1,0.588235294117647,0.2,0.4,0.5058823529411764
840,841,Gerald Greene,"cybersecurity, networking, linux, ethical hacking",10,M.Tech,Deep Learning Specialization,Cybersecurity Analyst,Hire,114697,9,100,"['cybersecurity', 'networking', 'linux', 'ethical hacking']",1,1,1.0,1.0,0.9,0.975
841,842,Matthew Mckinney,"python, pytorch",5,MBA,AWS Certified,AI Researcher,Hire,101270,7,100,"['python', 'pytorch']",1,1,1.0,0.5,0.7000000000000001,0.8
842,843,Jasmine Duffy,"python, sql, deep learning",3,MBA,AWS Certified,Data Scientist,Hire,55341,10,100,"['python', 'sql', 'deep learning']",1,1,1.0,0.30000000000000004,1.0,0.8250000000000001
843,844,Daniel Carter,"ethical hacking, linux",2,MBA,None,Cybersecurity Analyst,Hire,116969,7,65,"['ethical hacking', 'linux']",1,0,0.588235294117647,0.2,0.7000000000000001,0.4308823529411765
844,845,Gregory Murray,"deep learning, machine learning, sql",10,B.Tech,None,Data Scientist,Hire,70494,7,100,"['deep learning', 'machine learning', 'sql']",1,0,1.0,1.0,0.7000000000000001,0.775
845,846,Megan Stephenson,"react, sql, c++, java",8,B.Sc,None,Software Engineer,Hire,93647,10,100,"['react', 'sql', 'c++', 'java']",1,0,1.0,0.8,1.0,0.8
846,847,Curtis Wood,"deep learning, machine learning",4,B.Tech,Google ML,Data Scientist,Hire,88986,2,70,"['deep learning', 'machine learning']",1,1,0.6470588235294117,0.4,0.2,0.526470588235294
847,848,Nicole Martinez,"python, sql, deep learning",2,PhD,AWS Certified,Data Scientist,Hire,82119,8,85,"['python', 'sql', 'deep learning']",1,1,0.8235294117647058,0.2,0.8,0.6882352941176471
848,849,Tonya Sanchez,"sql, java, react",1,M.Tech,AWS Certified,Software Engineer,Reject,48917,3,50,"['sql', 'java', 'react']",0,1,0.411764705882353,0.1,0.30000000000000004,0.3941176470588236
849,850,Lori Lopez DDS,"machine learning, python, sql",2,B.Tech,None,Data Scientist,Reject,44219,4,55,"['machine learning', 'python', 'sql']",0,0,0.4705882352941177,0.2,0.4,0.31470588235294117
850,851,Hannah Smith,"ethical hacking, linux, networking",7,B.Sc,None,Cybersecurity Analyst,Hire,63601,10,100,"['ethical hacking', 'linux', 'networking']",1,0,1.0,0.7000000000000001,1.0,0.775
851,852,Amanda Shepherd,"python, pytorch, nlp, tensorflow",1,B.Sc,Google ML,AI Researcher,Reject,101851,2,50,"['python', 'pytorch', 'nlp', 'tensorflow']",0,1,0.411764705882353,0.1,0.2,0.36911764705882355
852,853,Timothy Smith,"cybersecurity, ethical hacking, networking, linux",3,MBA,AWS Certified,Cybersecurity Analyst,Hire,97789,5,85,"['cybersecurity', 'ethical hacking', 'networking', 'linux']",1,1,0.8235294117647058,0.30000000000000004,0.5,0.638235294117647
853,854,Christian Elliott,"python, pytorch, tensorflow, nlp",9,M.Tech,None,AI Researcher,Hire,91064,5,100,"['python', 'pytorch', 'tensorflow', 'nlp']",1,0,1.0,0.9,0.5,0.7
854,855,Michelle Baker,"sql, java",7,M.Tech,AWS Certified,Software Engineer,Hire,48252,4,100,"['sql', 'java']",1,1,1.0,0.7000000000000001,0.4,0.775
855,856,Felicia Gonzalez,"machine learning, python, sql, deep learning",6,M.Tech,AWS Certified,Data Scientist,Hire,116163,2,100,"['machine learning', 'python', 'sql', 'deep learning']",1,1,1.0,0.6000000000000001,0.2,0.7000000000000001
856,857,Karen Castillo,"sql, deep learning, python",5,MBA,Deep Learning Specialization,Data Scientist,Hire,46669,5,100,"['sql', 'deep learning', 'python']",1,1,1.0,0.5,0.5,0.75
857,858,Autumn Obrien,"networking, cybersecurity, linux",9,B.Tech,Google ML,Cybersecurity Analyst,Hire,69810,0,100,"['networking', 'cybersecurity', 'linux']",1,1,1.0,0.9,0.0,0.725
858,859,Eric Ramirez,"machine learning, sql, deep learning",10,PhD,None,Data Scientist,Hire,54054,0,100,"['machine learning', 'sql', 'deep learning']",1,0,1.0,1.0,0.0,0.6
859,860,Terry Simpson,"linux, ethical hacking, networking",4,M.Tech,Deep Learning Specialization,Cybersecurity Analyst,Hire,62790,9,100,"['linux', 'ethical hacking', 'networking']",1,1,1.0,0.4,0.9,0.825
860,861,Karen Acosta,"pytorch, python",8,B.Tech,AWS Certified,AI Researcher,Hire,94680,10,100,"['pytorch', 'python']",1,1,1.0,0.8,1.0,0.9500000000000001
861,862,Chelsea Weaver,"tensorflow, pytorch, python, nlp",6,PhD,AWS Certified,AI Researcher,Hire,109248,8,100,"['tensorflow', 'pytorch', 'python', 'nlp']",1,1,1.0,0.6000000000000001,0.8,0.85
862,863,Theresa Villanueva,"linux, networking, cybersecurity",9,MBA,Deep Learning Specialization,Cybersecurity Analyst,Hire,73851,6,100,"['linux', 'networking', 'cybersecurity']",1,1,1.0,0.9,0.6000000000000001,0.875
863,864,Dennis Gamble,"sql, python, machine learning, deep learning",3,B.Sc,None,Data Scientist,Hire,94642,8,90,"['sql', 'python', 'machine learning', 'deep learning']",1,0,0.8823529411764706,0.30000000000000004,0.8,0.5838235294117646
864,865,Joseph Gallagher,"networking, cybersecurity, ethical hacking",8,B.Tech,None,Cybersecurity Analyst,Hire,94140,4,100,"['networking', 'cybersecurity', 'ethical hacking']",1,0,1.0,0.8,0.4,0.65
865,866,Ashley Luna,"tensorflow, python, nlp",6,PhD,Deep Learning Specialization,AI Researcher,Hire,112672,2,95,"['tensorflow', 'python', 'nlp']",1,1,0.9411764705882353,0.6000000000000001,0.2,0.6794117647058824
866,867,Timothy Buckley,"python, sql, machine learning",10,MBA,Google ML,Data Scientist,Hire,114118,2,100,"['python', 'sql', 'machine learning']",1,1,1.0,1.0,0.2,0.8
867,868,Samuel Mckinney,"pytorch, python, tensorflow, nlp",5,MBA,Google ML,AI Researcher,Hire,109244,5,100,"['pytorch', 'python', 'tensorflow', 'nlp']",1,1,1.0,0.5,0.5,0.75
868,869,Peter Wilson,"java, react, sql, c++",6,M.Tech,Google ML,Software Engineer,Hire,66936,5,100,"['java', 'react', 'sql', 'c++']",1,1,1.0,0.6000000000000001,0.5,0.775
869,870,Cassandra Crawford,"tensorflow, nlp, pytorch",6,PhD,AWS Certified,AI Researcher,Hire,41199,9,100,"['tensorflow', 'nlp', 'pytorch']",1,1,1.0,0.6000000000000001,0.9,0.875
870,871,Kenneth Lee,"sql, machine learning, python",3,PhD,Google ML,Data Scientist,Hire,45975,10,100,"['sql', 'machine learning', 'python']",1,1,1.0,0.30000000000000004,1.0,0.8250000000000001
871,872,Karina Stone,"java, c++, react, sql",8,PhD,Google ML,Software Engineer,Hire,77705,0,100,"['java', 'c++', 'react', 'sql']",1,1,1.0,0.8,0.0,0.7000000000000001
872,873,Lorraine Hammond,"linux, cybersecurity",8,MBA,AWS Certified,Cybersecurity Analyst,Hire,60790,7,100,"['linux', 'cybersecurity']",1,1,1.0,0.8,0.7000000000000001,0.8750000000000001
873,874,Matthew Ward,"machine learning, python, deep learning, sql",9,B.Tech,Google ML,Data Scientist,Hire,107697,5,100,"['machine learning', 'python', 'deep learning', 'sql']",1,1,1.0,0.9,0.5,0.85
874,875,Wayne Hudson,"c++, react, sql, java",5,B.Sc,AWS Certified,Software Engineer,Hire,84438,10,100,"['c++', 'react', 'sql', 'java']",1,1,1.0,0.5,1.0,0.875
875,876,Brandi Hernandez,"python, sql, machine learning, deep learning",4,B.Tech,AWS Certified,Data Scientist,Hire,65571,5,95,"['python', 'sql', 'machine learning', 'deep learning']",1,1,0.9411764705882353,0.4,0.5,0.7044117647058824
876,877,James Pruitt,"machine learning, deep learning, python",3,PhD,None,Data Scientist,Hire,107521,10,95,"['machine learning', 'deep learning', 'python']",1,0,0.9411764705882353,0.30000000000000004,1.0,0.6544117647058824
877,878,Margaret Martin,"tensorflow, nlp, python",0,M.Tech,AWS Certified,AI Researcher,Reject,40085,2,35,"['tensorflow', 'nlp', 'python']",0,1,0.23529411764705882,0.0,0.2,0.2823529411764706
878,879,Rachel Johnson,"deep learning, machine learning, sql, python",2,PhD,None,Data Scientist,Reject,50002,1,45,"['deep learning', 'machine learning', 'sql', 'python']",0,0,0.35294117647058826,0.2,0.1,0.19852941176470587
879,880,Elizabeth Smith,"cybersecurity, ethical hacking, networking, linux",6,PhD,Google ML,Cybersecurity Analyst,Hire,67810,1,95,"['cybersecurity', 'ethical hacking', 'networking', 'linux']",1,1,0.9411764705882353,0.6000000000000001,0.1,0.6544117647058824
880,881,Desiree White,"react, sql",9,B.Tech,AWS Certified,Software Engineer,Hire,50001,6,100,"['react', 'sql']",1,1,1.0,0.9,0.6000000000000001,0.875
881,882,Cindy Hamilton,"java, c++",8,M.Tech,AWS Certified,Software Engineer,Hire,71678,0,100,"['java', 'c++']",1,1,1.0,0.8,0.0,0.7000000000000001
882,883,Scott Fuller,"pytorch, tensorflow, python, nlp",4,B.Tech,None,AI Researcher,Hire,66621,5,85,"['pytorch', 'tensorflow', 'python', 'nlp']",1,0,0.8235294117647058,0.4,0.5,0.513235294117647
883,884,Kristen West MD,"sql, machine learning",9,PhD,AWS Certified,Data Scientist,Hire,119901,3,100,"['sql', 'machine learning']",1,1,1.0,0.9,0.30000000000000004,0.7999999999999999
884,885,Joe Martinez,"tensorflow, pytorch, nlp, python",4,B.Sc,AWS Certified,AI Researcher,Hire,103738,10,100,"['tensorflow', 'pytorch', 'nlp', 'python']",1,1,1.0,0.4,1.0,0.85
885,886,David Tran,"machine learning, deep learning",9,PhD,None,Data Scientist,Hire,51682,8,100,"['machine learning', 'deep learning']",1,0,1.0,0.9,0.8,0.7749999999999999
886,887,Steven Gonzalez,"machine learning, deep learning, sql",3,PhD,AWS Certified,Data Scientist,Hire,48470,7,90,"['machine learning', 'deep learning', 'sql']",1,1,0.8823529411764706,0.30000000000000004,0.7000000000000001,0.7088235294117647
887,888,Debra Williams,"ethical hacking, cybersecurity, linux",1,B.Sc,Deep Learning Specialization,Cybersecurity Analyst,Reject,117772,2,45,"['ethical hacking', 'cybersecurity', 'linux']",0,1,0.35294117647058826,0.1,0.2,0.34852941176470587
888,889,Hannah Rivera,"cybersecurity, ethical hacking, linux",7,MBA,AWS Certified,Cybersecurity Analyst,Hire,64888,5,100,"['cybersecurity', 'ethical hacking', 'linux']",1,1,1.0,0.7000000000000001,0.5,0.8
889,890,Mrs. Heather Williams MD,"python, machine learning, deep learning, sql",7,M.Tech,Google ML,Data Scientist,Hire,112572,5,100,"['python', 'machine learning', 'deep learning', 'sql']",1,1,1.0,0.7000000000000001,0.5,0.8
890,891,Jason Case,"cybersecurity, networking",7,M.Tech,Google ML,Cybersecurity Analyst,Hire,117696,4,100,"['cybersecurity', 'networking']",1,1,1.0,0.7000000000000001,0.4,0.775
891,892,Sandra Scott,"pytorch, tensorflow, python",8,M.Tech,None,AI Researcher,Hire,82202,5,100,"['pytorch', 'tensorflow', 'python']",1,0,1.0,0.8,0.5,0.675
892,893,Brian Sullivan,"ethical hacking, networking",6,PhD,Google ML,Cybersecurity Analyst,Hire,45959,5,100,"['ethical hacking', 'networking']",1,1,1.0,0.6000000000000001,0.5,0.775
893,894,Nicole Cox,"sql, java, react, c++",0,MBA,None,Software Engineer,Reject,70344,4,40,"['sql', 'java', 'react', 'c++']",0,0,0.29411764705882354,0.0,0.4,0.20294117647058824
894,895,Timothy Thomas,"sql, java, c++",3,M.Tech,None,Software Engineer,Hire,46781,6,75,"['sql', 'java', 'c++']",1,0,0.7058823529411764,0.30000000000000004,0.6000000000000001,0.47205882352941175
895,896,Erin Murphy,"nlp, tensorflow, python, pytorch",6,MBA,AWS Certified,AI Researcher,Hire,102676,0,90,"['nlp', 'tensorflow', 'python', 'pytorch']",1,1,0.8823529411764706,0.6000000000000001,0.0,0.6088235294117647
896,897,Amber Crosby,"react, sql, java, c++",2,M.Tech,Deep Learning Specialization,Software Engineer,Hire,99600,3,65,"['react', 'sql', 'java', 'c++']",1,1,0.588235294117647,0.2,0.30000000000000004,0.4808823529411764
897,898,Patricia Dunn,"tensorflow, nlp, python, pytorch",8,M.Tech,Google ML,AI Researcher,Hire,100399,7,100,"['tensorflow', 'nlp', 'python', 'pytorch']",1,1,1.0,0.8,0.7000000000000001,0.8750000000000001
898,899,Margaret Price,"java, sql",2,MBA,None,Software Engineer,Hire,66087,9,75,"['java', 'sql']",1,0,0.7058823529411764,0.2,0.9,0.5220588235294117
899,900,Barry Mitchell,"networking, cybersecurity, linux",2,PhD,Deep Learning Specialization,Cybersecurity Analyst,Hire,55337,6,75,"['networking', 'cybersecurity', 'linux']",1,1,0.7058823529411764,0.2,0.6000000000000001,0.5970588235294118
